linhas,date,from_stop_id,from_stop_lat,from_stop_lng,to_stop_id,to_stop_lat,to_stop_lng,dist,X00,X01,X02,X03,X04
N232-11-0,20171006,8412850,-23.480072,-46.602406,840004402,-23.4813,-46.599958,629,27.7620637966755,32.227897867829,37,46.0464114832536,34.9444444444444
N232-11-0,20171006,940003770,-23.493071,-46.579764,940003796,-23.489601,-46.584816,751,31.3580948021789,27.3272935286943,31.7813940559262,29.3029210860598,28.0751680965448
N233-11-0,20171006,710000626,-23.502441,-46.623992,710000650,-23.506111,-46.626263,1162,28.865152214356,26.2324651600981,39.5719593916777,28.6374106033643,21.7718101472995
N233-11-0,20171006,880000730,-23.504356,-46.614982,880000992,-23.504152,-46.613557,232,20.667767727865,27.6296007980015,27.2809642228146,26.2980531666639,21.8259227467811
N233-11-0,20171006,880000726,-23.509277,-46.616556,710000728,-23.506933,-46.61524,283,22.3615512759639,26.8884157795867,29.1311823199531,33.1997951004912,27.4622120101844
N233-11-0,20171006,940003732,-23.489031,-46.566048,940003765,-23.489083,-46.56821,716.5,19.9378903122684,7.39447222397071,11.4223370825282,8.23517778966829,18.6515197476006
N233-11-0,20171006,940003779,-23.489386,-46.565889,940003732,-23.489031,-46.566048,43,26.6200853430959,19.1546022264458,36.9882352941177,22.5671641791045,NA
N234-11-0,20171006,130001579,-23.464668,-46.65428,130001470,-23.465571,-46.654941,79,12.3382914572864,13.3700511743563,12.7546885731166,10.1958470514715,14.9266331658291
N236-11-0,20171006,130001475,-23.464147,-46.655266,130001472,-23.463836,-46.65368,446,26.6152365237014,31.1334316770186,29.7260003839196,NA,37.099756955571
N236-11-0,20171006,1313532,-23.454397,-46.662184,130001505,-23.454723,-46.661597,232,44.9369369369369,NA,NA,44.4721258572005,NA
N238-11-0,20171006,710000620,-23.502245,-46.623808,710000974,-23.501422,-46.622352,292,20.0341694915254,27.3193220338983,16.1786090005845,27.2978177289219,NA
N238-11-0,20171006,830004168,-23.439524,-46.575621,8313376,-23.44661,-46.577064,1221,NA,NA,32.7130434782609,NA,NA
N238-11-0,20171006,8313588,-23.438845,-46.569042,3812759,-23.43667,-46.566447,629,28.5068173308606,37.8570100873024,NA,37.7370077704934,NA
N239-11-0,20171006,380003973,-23.453116,-46.57155,3812772,-23.453868,-46.575877,513,32.4159709896118,30.3476311200779,19.0982245257129,32.3221420263711,38.1542828398965
N239-11-0,20171006,380004363,-23.453931,-46.575927,380003974,-23.453257,-46.571858,425,21.7729395292184,18.14736612181,21.7532759213111,29.6739130434783,21.2019230769231
N239-11-0,20171006,830004369,-23.456837,-46.58488,380004219,-23.460256,-46.583458,514,NA,NA,40.8469652012278,34.3079518072289,34.5946855916818
N239-11-0,20171006,8412847,-23.480392,-46.60263,8412862,-23.478863,-46.605915,492,23.2058244111349,21.3252995510309,25.0283213659182,21.9519436407095,12.3860596121086
N240-11-0,20171006,830003832,-23.397619,-46.57734,830003833,-23.398807,-46.577684,576,9.86909375420237,NA,32.0889386327794,NA,NA
N241-11-0,20171006,830004117,-23.450395,-46.611166,830004006,-23.451452,-46.614746,534,24.621682199834,22.0062697851138,25.5058227848101,23.8610126582278,29.5915611814346
N243-11-0,20171006,710000624,-23.502111,-46.623979,710000607,-23.503478,-46.623694,208,5.95945945945946,19.8620689655172,14.3629527013655,6.66739726027397,4.82857142857143
N244-11-0,20171006,380004218,-23.460492,-46.583126,3812654,-23.456103,-46.584549,545,32.1818732092048,35.0333329279016,37.767541478666,33.1053280085609,39.4691758598313
N244-11-0,20171006,830004357,-23.445747,-46.577403,830004169,-23.440144,-46.577637,1326,22.0695652173913,NA,NA,30.4910662824207,NA
N244-11-0,20171006,8412849,-23.480177,-46.602478,840004034,-23.480284,-46.600038,572,11.5251758664955,41.9121710526316,25.8130989164972,42.0871578947369,47.5139588100687
N245-11-0,20171006,130001433,-23.456104,-46.667817,130001435,-23.45626,-46.667854,18,NA,NA,32.8040816326531,NA,15.328125
N245-11-0,20171006,130001434,-23.456125,-46.667744,130001433,-23.456104,-46.667817,8,NA,NA,32.8040816326531,NA,15.328125
N245-11-0,20171006,130001453,-23.465667,-46.668402,130001517,-23.470025,-46.665214,773,19.5153063795437,30.1643605012777,28.1974152599529,26.8480790825318,27.5076341767373
N245-11-0,20171006,130001660,-23.475364,-46.650937,510001662,-23.477833,-46.645079,754,30.2229880767055,27.2407283180341,29.0450209775257,30.7482848842813,26.7358056078618
N245-11-0,20171006,130001651,-23.470119,-46.659803,1313298,-23.469203,-46.661898,212,19.6309301403831,24.2899484266483,23.1109728531201,24.1474216380182,15.9039759939985
N245-11-0,20171006,710000630,-23.502699,-46.624211,710002295,-23.500272,-46.627318,692,23.8631383619081,23.3453122462427,32.1837638139655,30.3570937273453,24.2832759077657
N301-11-0,20171006,360004971,-23.517754,-46.475913,650004809,-23.517103,-46.479698,504,26.6117562750731,24.5831340872375,39.4918265692577,34.2944584826938,34.88
N301-11-0,20171006,600012375,-23.522002,-46.545414,600012376,-23.519192,-46.546611,601,24.1259561474627,24.8700945212138,24.2355704072387,24.4463675845952,31.4050834845376
N301-11-0,20171006,600012376,-23.519192,-46.546611,600012380,-23.518685,-46.548139,187,15.245321569538,8.45401046606286,9.08990325057588,5.38039510770159,29.52
N301-11-0,20171006,600012376,-23.519192,-46.546611,600012441,-23.518928,-46.547006,124,NA,10.265449615906,3.70909090909091,NA,NA
N301-11-0,20171006,600012375,-23.522002,-46.545414,6009731,-23.518894,-46.547078,479,23.90625,20.9379310344828,31.1538461538462,27.1870967741935,18.3272727272727
N301-11-0,20171006,600012459,-23.526678,-46.554019,8210224,-23.530337,-46.556005,642,28.4391028037383,26.5043663078593,25.2475577184698,19.7016834108897,26.2692419599274
N301-11-0,20171006,650005636,-23.518611,-46.511938,650005691,-23.517392,-46.514831,366,34.5902923160979,29.2285409343826,40.790137448255,32.7275764908675,29.6735294117647
N301-11-0,20171006,650005693,-23.515217,-46.519133,600005668,-23.51585,-46.520772,212,30.5241277204681,15.8530239718496,28.5274075594294,24.985549132948,27.3477174342914
N301-11-0,20171006,820012533,-23.531265,-46.558639,820012575,-23.53386,-46.560569,429,24.1377487340379,25.8872435283374,33.3260323060418,34.6734769599967,29.0082112183712
N301-11-1,20171006,600005669,-23.515921,-46.520592,6009290,-23.51603,-46.518258,267,42.7117480448789,39.2564459040421,36.8527310319432,39.8457335701492,38.1149213011543
N301-11-1,20171006,600005679,-23.516967,-46.516376,650005371,-23.518568,-46.509083,865,34.2000746974718,33.6098768292818,29.7324545695861,34.2594172423446,32.6855237615347
N301-11-1,20171006,650005650,-23.515147,-46.498236,650005369,-23.515656,-46.497675,52,26.2285714285714,13.4655270655271,33.2318652226233,35.1187616099071,38.324769803435
N301-11-1,20171006,820012455,-23.529052,-46.55419,8210222,-23.528986,-46.554231,8,20.5668018112816,20.1919042100702,17.5371762745208,18.3307040417772,21.4211521926053
N302-11-0,20171006,180005265,-23.505698,-46.522125,180005293,-23.504766,-46.523296,159,32.96,39.5239999448436,40.5817310738386,35.7932855449535,44.5579944269619
N302-11-0,20171006,180005268,-23.50613,-46.525456,1814612,-23.508046,-46.524853,214,21.6881632653061,25.647272413787,29.4345940364877,26.2496437827738,28.2790902202465
N302-11-0,20171006,280004675,-23.486233,-46.47863,280004707,-23.485907,-46.480402,427,20.4320629323206,25.8809260207876,25.1599592743428,18.6446917808219,27.8847816780822
N302-11-0,20171006,600012613,-23.528693,-46.55259,600012451,-23.528769,-46.554354,248,34.162742629622,32.247536420852,37.264493592786,27.4654391310107,11.9655398341117
N302-11-0,20171006,600012613,-23.528693,-46.55259,600012566,-23.526679,-46.555452,481,26.8726678167747,30.947816889753,32.3962484301082,39.1660336834385,26.9659208261618
N302-11-0,20171006,800016521,-23.54674,-46.630261,800014545,-23.54232,-46.627021,1293,16.5904041004787,29.5530878228699,36.7873567201448,35.1886815326181,40.572
N302-11-1,20171006,80014568,-23.529881,-46.588236,810563,-23.547755,-46.579704,4380,37.9951483181553,43.4825871657855,37.590785672489,41.4463188344759,47.3510775383248
N302-11-1,20171006,820012565,-23.526261,-46.563516,600012527,-23.527171,-46.551784,2161,33.9349047042911,39.3429852529842,36.7205223521102,39.5241463661784,40.1081354147057
N303-11-0,20171006,360004973,-23.518008,-46.475873,6509465,-23.518784,-46.476085,134,17.8478873239437,NA,NA,24.4451612903226,NA
N303-11-0,20171006,50004515,-23.532107,-46.486467,50005687,-23.528579,-46.489195,602,34.3637141791901,41.6195428715983,36.8230207597923,40.9393682727714,42.6775934858352
N303-11-0,20171006,509040,-23.530438,-46.47391,50004511,-23.533165,-46.477804,639,22.0542889389518,22.4506503700742,26.6834282884029,24.9440480252064,31.1088324873096
N303-11-0,20171006,600012585,-23.530739,-46.549921,8210222,-23.528986,-46.554231,751,30.2036394261136,17.1265420915228,24.5547638478774,29.6462474284413,37.52
N303-11-0,20171006,650004838,-23.523063,-46.475358,50004631,-23.524147,-46.476287,65,26.17031223786,33.2567001628024,27.5334688374152,29.8470214807706,58.8578313253012
N303-11-0,20171006,820012453,-23.528654,-46.554421,820012457,-23.527887,-46.555124,249,23.0126582278481,NA,NA,22.48,56.6181818181818
N303-11-1,20171006,360004841,-23.519203,-46.475841,360004976,-23.518443,-46.475807,356,NA,6.648,NA,NA,NA
N303-11-1,20171006,820012679,-23.532823,-46.550332,600012350,-23.531199,-46.546097,583,23.9634057573733,26.2668357081322,35.4071153458704,30.5404316546763,35.24
N304-11-0,20171006,600012451,-23.528769,-46.554354,600012458,-23.526824,-46.553881,254,26.4743369436985,24.9774298678571,19.5534860329406,14.6513092804792,10.2268837695455
N304-11-1,20171006,600005678,-23.514446,-46.521265,650005693,-23.515217,-46.519133,521,39.2915084876105,36.7511690555491,27.8574503855371,40.1149683536818,39.300474537098
N304-11-1,20171006,600012380,-23.518685,-46.548139,600012582,-23.516962,-46.543325,784,29.9918918918919,7.57325557787815,10.6592064098877,7.71453380226709,29.7906040268456
N304-11-1,20171006,600012380,-23.518685,-46.548139,6009706,-23.523412,-46.539396,2501,16.8409373664079,27.160009756035,22.809417214951,25.9845165189141,26.4029484029484
N304-11-1,20171006,760012118,-23.494829,-46.438073,760012119,-23.495137,-46.43659,157,23.4845020861423,25.0434778200666,22.433139541052,26.0248775969809,27.5790475192689
N304-11-1,20171006,860006080,-23.492158,-46.432252,7612173,-23.491619,-46.434851,312,26.7567657069267,22.76,NA,21.8842105263158,27.312
N304-11-1,20171006,860006080,-23.492158,-46.432252,7612175,-23.491643,-46.434274,253,24.7015384615385,26.1168224299065,21.1764705882353,28.0985442329227,25.6967573964497
N305-11-0,20171006,310008403,-23.54295,-46.415666,3115223,-23.543019,-46.41544,24,23.96,15.3711533586819,19.4241758241758,NA,25.6271186440678
N305-11-0,20171006,470008392,-23.54248,-46.415762,310008403,-23.54295,-46.415666,220,NA,21.5163302444198,12.0668046175016,NA,6.71688311688312
N305-11-0,20171006,470008392,-23.54248,-46.415762,3115236,-23.542903,-46.41643,155,NA,23.0063882063882,31.3714285714286,45.446017699115,NA
N305-11-0,20171006,470008392,-23.54248,-46.415762,3115223,-23.543019,-46.41544,244,20.4094173608877,25.9596506032669,27.7268538871537,19.2504096521225,19.3262806254868
N305-11-0,20171006,760012121,-23.495382,-46.431507,7612154,-23.496389,-46.428955,322,21.3520431829373,28.3614944801574,27.5074887419383,35.7312964813544,40.4686419753086
N305-11-0,20171006,7612154,-23.496389,-46.428955,8615237,-23.503792,-46.429419,863,28.692044044695,28.0726278086012,32.4740530368366,29.3770286338657,31.6487170459958
N305-11-0,20171006,7612170,-23.491508,-46.435033,760012118,-23.494829,-46.438073,656,17.294437603901,18.4555993930197,20.8312516510976,22.3667119818748,20.699622805116
N305-11-0,20171006,860002599,-23.508358,-46.42934,8607855,-23.510915,-46.428912,297,28.9901003334133,29.7637381740897,27.406226982711,28.4868219730921,25.9712859401777
N305-11-0,20171006,860002893,-23.503876,-46.428742,860002602,-23.505416,-46.429093,212,26.4857070525737,29.7078200601281,28.9288336049279,20.459394732702,27.8388089330025
N305-11-0,20171006,8615237,-23.503792,-46.429419,860002893,-23.503876,-46.428742,78,18.2769255010893,20.728854291965,23.976548888035,13.0641035553861,22.5620378866128
N305-11-1,20171006,3115223,-23.543019,-46.41544,470008392,-23.54248,-46.415762,168,21.913684293737,26.3348499995289,23.9361339542678,25.4465224909199,19.3262806254868
N305-11-1,20171006,860002598,-23.510545,-46.429089,860002600,-23.507588,-46.42939,311,33.9278913502481,32.6696947496948,34.4449359104552,30.8377973305153,28.826764260668
N306-11-0,20171006,360012321,-23.541871,-46.46065,3608994,-23.542697,-46.471353,1204,NA,37.7686307053942,NA,NA,41.045908713693
N306-11-0,20171006,360012321,-23.541871,-46.46065,3608999,-23.542841,-46.47112,1181,36.6305102207345,45.4623640912252,43.7300142901255,49.329659173314,40.7197194559616
N306-11-0,20171006,360012321,-23.541871,-46.46065,3609000,-23.542819,-46.470927,1160,NA,41.5718545020871,37.2212460522538,36.1288544358312,44.5216192937123
N306-11-0,20171006,360012321,-23.541871,-46.46065,3609018,-23.542806,-46.470756,1140,43.0822085889571,24.9696557486237,25.7533755441905,41.3913609729676,51.1982835169719
N306-11-0,20171006,760002800,-23.505823,-46.443091,760006067,-23.507801,-46.441783,503,29.653794430425,36.2382065532794,28.7065270969791,27.5602223766505,32.054895534617
N306-11-0,20171006,7612171,-23.491516,-46.434845,760012113,-23.493623,-46.440098,774,23.1648880979906,23.4737490664836,32.565364962437,25.9887308272987,23.9075108732017
N306-11-1,20171006,360007533,-23.539199,-46.45485,360004773,-23.532948,-46.453704,1030,22.8740503023618,33.151385405709,33.5167792608161,28.2211154159699,30.0257902073571
N306-11-1,20171006,360007533,-23.539199,-46.45485,360007756,-23.527746,-46.445917,1648,33.439938610789,34.9189276834843,28.9588066475179,40.6925718161662,NA
N306-11-1,20171006,360007533,-23.539199,-46.45485,360008011,-23.535998,-46.450392,722,21.508482698087,29.7869998673015,28.5648672994637,31.6254870215892,42.8623513401713
N306-11-1,20171006,3608117,-23.543508,-46.462284,360012334,-23.544702,-46.460692,291,24.0466704145955,37.2920367785396,21.3552081720575,42.7718343195266,38.0747873964008
N306-11-1,20171006,3608998,-23.542867,-46.471321,3608992,-23.543292,-46.469065,487,25.0030324581688,30.3146930025639,33.0183681834639,36.2991846351077,34.28
N306-11-1,20171006,7608527,-23.503648,-46.442733,760004863,-23.503443,-46.443072,12,NA,10.4681659803611,12.5329910141207,NA,8.8918500892326
N307-11-0,20171006,630015032,-23.580097,-46.684995,630015033,-23.57924,-46.68548,89,35.7260865648978,23.6710951086544,21.485633125811,20.3688539620866,26.3457062497064
N307-11-0,20171006,630015116,-23.580298,-46.68421,630015032,-23.580097,-46.684995,102,20.1617512747853,17.4597835154836,21.0992211824198,25.1798898143226,27.9428741150786
N307-11-0,20171006,800016520,-23.546588,-46.630359,8000224,-23.543344,-46.626942,1230,22.6835887087237,17.607979568672,30.2488332665827,24.0843571254883,26.5988571428571
N307-11-1,20171006,630014802,-23.569937,-46.691654,630015017,-23.571622,-46.696564,573,20.4332188635054,22.633013121452,16.6422230662992,31.0193449268998,23.9430231089784
N307-11-1,20171006,630015018,-23.572318,-46.690097,6311344,-23.573414,-46.689338,143,26.9531527515112,26.2891876453407,27.8534286209715,27.3680358920459,26.0412592617799
N307-11-1,20171006,630015020,-23.578105,-46.686546,630015022,-23.578922,-46.685973,284,21.3230166974077,24.2210417077617,21.8630441851576,27.9768309068366,19.7240035932719
N307-11-1,20171006,630015022,-23.578922,-46.685973,630015115,-23.579789,-46.683358,796,19.9111565670438,22.3018092776448,18.2857533980346,20.7431410318554,19.9985565687749
N307-11-1,20171006,6714579,-23.548915,-46.64234,670016556,-23.551204,-46.645968,1426,22.4367653159907,19.7208499452989,18.9073526206554,25.6947288653731,22.8282140558068
N308-11-0,20171006,3609005,-23.542806,-46.471356,50007759,-23.540542,-46.484604,1606,27.9119392601107,45.8571428571429,44.275716765698,44.4225171624714,NA
N308-11-0,20171006,50007759,-23.540542,-46.484604,509051,-23.537106,-46.490396,1101,31.5618254646498,42.6441986519191,42.1914516939985,35.678590527732,NA
N308-11-0,20171006,8209782,-23.54063,-46.576443,8210202,-23.536539,-46.582295,1259,36.1662490100139,30.2975684710502,36.1876344329345,38.0150814015074,31.3539677237345
N308-11-1,20171006,508379,-23.537108,-46.490352,50007738,-23.540774,-46.484632,1040,29.2503158659929,33.8013637773204,35.3954370363095,32.6028861959115,30.8527182527312
N308-11-1,20171006,800016524,-23.547106,-46.630039,800012673,-23.550304,-46.628617,405,26.0044611416052,30.509550769882,15.875706312235,32.4827157761925,7.39332694485582
N308-11-1,20171006,820005545,-23.540759,-46.575729,820008420,-23.543557,-46.574812,358,26.5101785479865,23.579629975799,22.933030317906,27.0534222450074,34.64224917589
N308-11-1,20171006,820005545,-23.540759,-46.575729,820008852,-23.540956,-46.571021,632,21.5768892491546,32.1737142857143,23.5907872504725,41.9802177703013,8.61558312655087
N308-11-1,20171006,820005545,-23.540759,-46.575729,8210236,-23.537094,-46.558328,1852,31.943174983955,34.3246937358491,34.9637767372478,35.7642711080178,43.9415991008869
N308-11-1,20171006,930007150,-23.53063,-46.50541,9309375,-23.531287,-46.502311,427,32.6540726681919,29.1580128564734,29.3962790463663,28.5882032665226,33.1440419712631
N331-11-0,20171006,350012102,-23.496279,-46.401888,860012105,-23.494799,-46.408131,723,40.4214854858958,NA,39.0382664316025,45.2117647058824,NA
N331-11-0,20171006,3515369,-23.492421,-46.388277,3515337,-23.492333,-46.390787,402,28.7340555782588,16.5467310889053,31.5827269693388,30.4584596479339,25.4143142827516
N331-11-0,20171006,3609008,-23.517644,-46.475981,890004786,-23.517818,-46.475228,215,34.0830744595677,6.86588577751637,6.06967741935484,10.3950184350676,52.8
N331-11-0,20171006,430006025,-23.487064,-46.417256,430006030,-23.489241,-46.416487,290,27.4348782825379,33.1384333180819,29.9434110766878,27.9165416215669,27.667362924282
N331-11-0,20171006,430006029,-23.489196,-46.416724,430006026,-23.487341,-46.417166,290,30.9506529000911,NA,31.0197505197505,38.2094594594595,NA
N331-11-0,20171006,430006030,-23.489241,-46.416487,430002949,-23.490529,-46.415426,232,31.3713274336283,32.1787743725668,28.9692903701304,34.227405402713,35.0178286207641
N331-11-0,20171006,760006068,-23.507937,-46.442684,760002801,-23.506679,-46.443088,169,NA,31.9324675324675,29.61,NA,30.3804878048781
N331-11-0,20171006,860012107,-23.494477,-46.414106,430002948,-23.490019,-46.415214,612,32.8245899439814,NA,23.4123272858344,24.8741128627932,NA
N331-11-0,20171006,890004820,-23.501102,-46.454972,890012058,-23.502384,-46.45336,261,17.8324917036079,25.0897858091948,25.0124153164023,19.2232727532186,18.9627169811321
N331-11-0,20171006,890004855,-23.498925,-46.452395,8914786,-23.502552,-46.448138,1275,21.712710022734,22.8613131570464,18.1882318900599,29.2411101242259,25.4894928551415
N331-11-0,20171006,890012058,-23.502384,-46.45336,8908569,-23.500605,-46.452186,278,17.07083547487,21.730964753775,16.5347671057599,29.7327054366794,18.9131684334511
N331-11-0,20171006,8908569,-23.500605,-46.452186,890004855,-23.498925,-46.452395,135,17.2839188520534,20.7764736499675,12.587557933208,34.3698113207547,19.2533333333333
N331-11-0,20171006,8914786,-23.502552,-46.448138,760002800,-23.505823,-46.443091,821,29.9166598778004,35.832909289048,30.0247164638396,25.3209194805195,37.7768924600579
N332-11-0,20171006,180005213,-23.504031,-46.500976,180005209,-23.499983,-46.497553,715,26.9224156234245,24.7891930545978,26.669585484162,28.1868005599755,30.8438310222509
N332-11-0,20171006,1814678,-23.493515,-46.502024,180005732,-23.491849,-46.505727,1123,40.1550698740212,47.7905672607371,37.9129061748263,40.9869124423963,37.6388379082348
N332-11-0,20171006,280005180,-23.489325,-46.50204,280005188,-23.493471,-46.497314,897,25.5647866855206,29.758684352255,20.8664133564534,26.4879319126555,28.2074965969832
N332-11-0,20171006,280005180,-23.489325,-46.50204,180005204,-23.490634,-46.501676,337,24.3356700130024,19.2451987909788,19.7466452232174,30.7531204943357,29.7705690591936
N332-11-0,20171006,360004987,-23.517967,-46.475734,6509465,-23.518784,-46.476085,373,53.5963394833948,59.92,46.3304347826087,NA,58.8578313253012
N332-11-0,20171006,50005686,-23.532498,-46.487215,50004514,-23.531789,-46.485484,329,24.7342193755004,24.5147889420038,22.7890574948911,18.579050348093,22.5585948623037
N332-11-0,20171006,508687,-23.524357,-46.476568,360004839,-23.522272,-46.475282,461,20.9883850769632,31.9680574788974,31.8444638186574,28.4183465500742,20.746676874956
N332-11-0,20171006,650005142,-23.519685,-46.496618,650005683,-23.521612,-46.495509,383,27.7238828967643,34.7037353943696,30.5493492789307,25.1879096179262,37.0311662963809
N332-11-0,20171006,650005368,-23.51669,-46.497184,650005651,-23.515017,-46.498655,327,23.5323810063372,25.552466940595,31.8545804098,27.4297829969154,35.4697674418605
N332-11-0,20171006,6509432,-23.513069,-46.501267,650005642,-23.511378,-46.500186,231,29.2159073594393,34.7484576703635,32.7129739748589,34.7806062079308,39.3089106132186
N332-11-0,20171006,650005688,-23.52075,-46.496909,650005143,-23.519669,-46.496575,161,29.3153489119272,33.3280842186252,32.5062186151299,28.9496634331272,37.4331662441264
N333-11-0,20171006,350002324,-23.504094,-46.366831,350002311,-23.510543,-46.368431,839,21.0857142857143,19.5507692307692,18.9771428571429,16.992,25.1678571428571
N333-11-0,20171006,350002342,-23.487873,-46.381903,350006104,-23.487093,-46.382936,147,22.3875,33.1421374328579,29.6470588235294,23.7046323258808,27.44
N333-11-0,20171006,3515338,-23.492215,-46.391013,350006108,-23.493071,-46.388759,360,20.6845856421636,24.2865327305214,23.3540525462668,19.7229506526046,20.8359933069481
N333-11-0,20171006,430006005,-23.490983,-46.394501,3515348,-23.491085,-46.392335,311,14.6164877335748,16.3301482055871,12.5044964332485,16.8621325237607,10.9665670057497
N333-11-0,20171006,4312081,-23.488878,-46.39386,4312082,-23.489728,-46.393353,215,28.7908992416035,36.3279798543729,35.761855153762,28.8424503384434,44.5051741366797
N333-11-0,20171006,7612174,-23.491639,-46.434512,760012118,-23.494829,-46.438073,717,17.0640870651431,19.3288507079878,15.0792468237374,21.2963725126364,27.5749123510902
N333-11-0,20171006,860012092,-23.494007,-46.416954,430002989,-23.49259,-46.416909,1025,23.3951044627838,23.7666411677385,22.1569838893531,25.8151400449502,22.1889231520691
N333-11-0,20171006,860012122,-23.494649,-46.425844,860002710,-23.500938,-46.412955,1919,27.2698891885604,24.5862881413956,28.4161965482547,32.4108807704512,28.8197356498381
N334-11-0,20171006,360004988,-23.517824,-46.475765,890004786,-23.517818,-46.475228,512,61.6369437151115,15.4089171974522,20.848910110027,28.44,26.5699115044248
N334-11-0,20171006,470002532,-23.532999,-46.401025,470002634,-23.535081,-46.398981,406,27.7225352112676,24.9047395063171,27.6076893942322,24.9868676909401,30.9749005493465
N334-11-0,20171006,4715142,-23.542237,-46.393285,470002635,-23.536018,-46.398586,1254,27.2891003634126,33.4277355772002,27.0973119985969,24.1401944465337,21.1231476720545
N334-11-0,20171006,470002635,-23.536018,-46.398586,4715119,-23.531847,-46.402721,669,NA,25.2649915653023,26.1468769384034,25.344,NA
N334-11-0,20171006,860002533,-23.525087,-46.410269,470002523,-23.528102,-46.407725,497,28.3864864864865,27.3679211369845,26.6913672483934,22.0452565924619,29.9464968152866
N334-11-0,20171006,8607921,-23.528115,-46.407421,860002534,-23.525051,-46.410223,549,NA,28.9572723545803,27.2536233834287,28.413675360418,26.9816584103727
N335-11-0,20171006,180005196,-23.503299,-46.494765,280005154,-23.50501,-46.49404,276,24.7298200949292,28.0694162221967,27.112345600356,27.4346696219763,25.9266173619588
N335-11-0,20171006,180005294,-23.50559,-46.522712,180005263,-23.505288,-46.519276,410,21.4490086023711,28.9337810611148,26.7966364768255,29.1199080157687,29.9766589400636
N335-11-0,20171006,180005720,-23.500099,-46.525198,1814654,-23.500558,-46.524489,110,46.7462990369234,46.4617343133333,35.0560016261815,51.8743125438802,57.5950704225352
N335-11-0,20171006,1814656,-23.50044,-46.524377,180005719,-23.499864,-46.526039,320,44.9910447761194,61.8188245837786,59.445850451931,NA,56.2464443304259
N335-11-0,20171006,280004725,-23.506035,-46.488557,650005153,-23.507683,-46.493867,781,30.5527255415377,30.3823483137096,28.3214864764884,33.5846714936458,26.5417699115044
N335-11-0,20171006,280004750,-23.492441,-46.479084,280004673,-23.491006,-46.478131,195,27.5501886792453,35.1348507242093,30.7486704680178,33.6121315618703,39.2
N335-11-0,20171006,280005154,-23.50501,-46.49404,650005645,-23.507647,-46.490539,719,23.3595910341241,27.911121746522,30.7448946236076,25.3542752924946,23.90625
N335-11-0,20171006,280005155,-23.505063,-46.493947,180005197,-23.503322,-46.495924,447,22.6209794524346,25.5983717985587,25.8852860649032,23.9877053013092,19.6232888173423
N335-11-0,20171006,6009730,-23.51876,-46.547003,600012376,-23.519192,-46.546611,143,26.16,8.50984293193717,16.2186376213616,5.06008910570725,29.52
N336-11-0,20171006,350002407,-23.50261,-46.397295,3515329,-23.501432,-46.399498,289,20.8937523997637,22.5852841569917,24.8036956333255,26.0369632889414,22.0619890534093
N336-11-0,20171006,350002410,-23.498273,-46.400176,350002476,-23.499169,-46.406024,838,23.1078288207415,29.2605648738884,28.9338869255576,32.0762653960072,28.6361065321731
N336-11-0,20171006,350002437,-23.518794,-46.395348,350002754,-23.520603,-46.386874,1118,30.0432322222009,26.3497196443104,31.1093939338134,26.0378067885118,21.7885714285714
N336-11-0,20171006,350002481,-23.505524,-46.403809,8615289,-23.506266,-46.404195,186,39.1701492537313,30.3041332835911,26.6573084597599,29.0712950600801,29.8712635722628
N336-11-0,20171006,3515014,-23.515805,-46.397336,350002439,-23.515901,-46.395734,119,21.5599681102678,18.9807696113307,13.6786977292534,17.82,19.5567567567568
N336-11-0,20171006,760002834,-23.497556,-46.435762,760002775,-23.504117,-46.431988,1240,26.828740694962,26.9332069449672,23.0616218095866,25.8606069401149,24.6668357595396
N336-11-0,20171006,860002554,-23.497508,-46.415032,860012109,-23.494623,-46.426964,1491,33.2389161940303,30.6664779983958,34.1418102455104,28.9762926023619,35.0631175080519
N336-11-0,20171006,860002579,-23.518874,-46.410394,860002581,-23.519636,-46.409446,109,25.7397085962423,23.3788356954896,28.4814375317851,25.1594276629571,27.2
N336-11-0,20171006,860002581,-23.519636,-46.409446,860002729,-23.519055,-46.402838,1125,25.2365358391436,23.8734330885202,28.7350296533368,24.732513584949,26.2477929984779
N336-11-0,20171006,860002732,-23.520427,-46.400113,3515014,-23.515805,-46.397336,880,22.2918825957808,20.8909758557676,18.3269625355849,20.6088186320092,22.0834889766054
N336-11-0,20171006,860002763,-23.499116,-46.423608,860002696,-23.499844,-46.421621,287,29.7381096943293,31.41758541441,30.7122303420953,29.8707021726587,33.3838948626045
N336-11-0,20171006,860002709,-23.498536,-46.41279,860002554,-23.497508,-46.415032,292,29.7579977730551,26.3228271608072,29.1205934636375,28.9413111626005,29.6617699820452
N336-11-0,20171006,860002918,-23.504956,-46.411137,860002713,-23.504567,-46.412925,232,24.2865671641791,24.3431070383039,24.6376927844825,26.9785639543575,22.5283694983282
N336-11-0,20171006,860006058,-23.509632,-46.413424,860002571,-23.512003,-46.411852,439,29.636569860851,29.7088746059883,28.9657718454329,27.5252855385697,30.6468499148626
N336-11-0,20171006,8615200,-23.491542,-46.434299,760002834,-23.497556,-46.435762,1294,20.042187033184,16.4055329150119,15.6027459701766,17.3638345651273,18.2517136839322
N337-11-0,20171006,350002438,-23.518426,-46.395585,860002731,-23.520339,-46.400274,1305,21.741875619498,19.9780620927423,20.4334874697305,25.0770599307314,24.8724606881499
